Age,Overall,Potential,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST,Preferred Positions
22,62,69,375000,1000,1290,52,66,50,48,37,51,27,27,41,24,28,61,53,71,35,23,60,30,24,53,41,38,62,53,32,64,82,30,26,37,61,50,37,38,37,50,61,38,50,37,38,40,37,47,37,50,61,38,50,37,38,40,37,47,40,CB
18,62,79,625000,5000,1550,76,39,69,71,61,46,58,56,63,59,39,48,34,54,53,43,33,44,57,53,59,55,35,74,53,38,65,57,51,59,44,47,59,55,59,49,44,55,47,59,61,58,61,51,59,49,44,55,47,59,61,58,61,51,58,RM
22,62,68,350000,2000,1348,53,57,48,49,44,49,45,23,30,17,38,64,57,57,39,18,62,39,23,54,55,42,62,62,58,64,69,33,27,39,61,55,38,43,39,57,61,43,55,38,42,40,39,55,39,57,61,43,55,38,42,40,39,55,40,CB
35,62,62,70000,2000,1465,64,65,34,64,50,49,34,31,51,34,46,61,60,62,50,37,61,63,37,58,55,55,60,46,52,63,68,36,22,47,61,57,47,49,47,55,61,49,57,47,48,48,46,54,47,55,61,49,57,47,48,48,46,54,48,CB
27,62,63,280000,2000,1614,71,49,63,63,58,47,61,61,54,42,60,49,55,59,59,36,60,58,41,59,61,32,56,71,81,56,71,56,30,55,58,59,53,57,55,61,58,57,59,53,59,50,56,62,55,61,58,57,59,53,59,50,56,62,50,LB
24,62,65,325000,1000,1593,71,66,65,75,56,57,58,47,57,30,40,46,60,71,42,40,58,43,47,59,54,50,63,68,68,62,69,49,32,52,60,58,52,53,52,61,60,53,58,52,55,50,54,61,52,61,60,53,58,52,55,50,54,61,50,RB
22,62,68,400000,1000,1530,52,38,67,65,73,56,44,51,68,46,51,48,40,53,69,49,45,58,40,50,73,58,47,51,55,47,68,58,47,61,50,56,57,61,61,51,50,61,56,57,59,54,57,53,61,51,50,61,56,57,59,54,57,53,54,CM
19,62,76,650000,4000,1518,64,31,54,61,65,56,64,36,57,63,34,64,29,65,55,55,22,66,65,58,60,51,34,55,65,35,71,55,43,60,43,47,60,57,60,48,43,57,47,60,61,61,60,50,60,48,43,57,47,60,61,61,60,50,61,CF
21,62,73,525000,2000,1484,71,31,56,72,62,47,38,54,71,63,37,57,19,61,40,57,14,70,55,60,57,67,16,67,57,14,49,58,62,60,33,38,62,53,60,39,33,53,38,62,59,61,60,42,60,39,33,53,38,62,59,61,60,42,61,ST
29,62,62,300000,2000,1447,71,65,70,68,57,44,30,34,55,64,27,65,13,61,33,55,14,59,54,61,36,68,19,73,62,12,74,62,38,55,36,36,58,47,55,37,36,47,36,58,53,61,56,38,55,37,36,47,36,58,53,61,56,38,61,RW
23,62,68,350000,4000,1607,59,67,68,73,63,47,40,40,58,41,38,51,58,75,58,44,57,46,38,56,63,60,61,53,60,63,73,54,37,55,61,61,53,57,55,57,61,57,61,53,54,52,53,57,55,57,61,57,61,53,54,52,53,57,52,CM
21,62,73,450000,1000,1576,78,54,74,70,58,45,60,48,61,36,31,38,58,49,57,33,53,45,40,48,63,51,58,76,83,56,56,56,36,56,54,58,53,57,56,61,54,57,58,53,59,49,56,62,56,61,54,57,58,53,59,49,56,62,49,LB
20,62,74,550000,2000,1610,71,47,73,78,71,61,54,63,68,64,48,44,49,68,50,58,39,40,56,59,57,60,31,70,58,32,66,38,50,60,47,50,61,55,60,50,47,55,50,61,61,61,62,53,60,50,47,55,50,61,61,61,62,53,61,LM
20,62,72,500000,3000,1523,83,34,77,68,58,62,60,41,68,59,40,41,20,78,48,41,27,55,47,57,56,57,29,85,57,22,58,57,44,59,37,41,59,52,59,45,37,52,41,59,61,57,62,48,59,45,37,52,41,59,61,57,62,48,57,RM
19,62,79,650000,4000,1634,61,47,73,73,63,62,53,57,67,54,48,48,34,55,66,54,41,58,51,55,68,55,54,66,56,47,66,59,48,61,50,54,59,59,61,53,50,59,54,59,61,57,60,54,61,53,50,59,54,59,61,57,60,54,57,CAM
23,62,70,450000,2000,1457,57,48,68,63,62,59,44,42,52,62,30,63,15,79,36,50,18,61,67,60,54,56,14,68,68,23,76,58,58,58,39,41,59,52,58,40,39,52,41,59,57,61,58,42,58,40,39,52,41,59,57,61,58,42,61,ST
22,62,70,450000,1000,1555,67,60,79,77,62,62,47,41,58,34,38,37,62,59,63,29,46,42,50,57,69,44,48,63,74,55,49,64,28,59,53,60,55,61,59,57,53,61,60,55,59,49,56,59,59,57,53,61,60,55,59,49,56,59,49,CM
19,62,76,650000,1000,1622,64,48,51,80,67,52,48,51,59,47,55,49,56,56,62,40,55,53,54,65,64,52,59,61,53,63,53,68,42,61,57,60,59,61,61,59,57,61,60,59,60,55,58,59,61,59,57,61,60,59,60,55,58,59,55,CDM
28,62,62,300000,2000,1709,65,65,67,69,61,61,62,63,58,31,59,63,65,70,61,40,64,57,57,65,66,22,57,63,82,67,62,55,30,58,64,65,55,61,58,65,64,61,65,55,60,51,57,65,58,65,64,61,65,55,60,51,57,65,51,CM
26,62,62,325000,1000,1565,70,33,67,77,58,57,57,46,59,61,44,55,32,59,54,61,18,63,62,57,62,63,16,77,57,18,51,62,59,61,36,43,61,56,61,43,36,56,43,61,61,61,62,46,61,43,36,56,43,61,61,61,62,46,61,ST
34,62,62,150000,2000,1832,65,72,63,67,63,55,70,73,54,44,74,55,54,71,69,65,58,66,62,55,58,65,62,66,69,60,76,63,59,60,61,62,59,61,60,61,61,61,62,59,61,58,60,61,60,61,61,61,62,59,61,58,60,61,58,CDM
30,62,62,220000,2000,1588,58,68,64,69,54,59,65,35,51,21,36,64,64,61,54,41,58,42,33,59,52,56,59,66,68,61,75,56,42,50,62,59,48,53,50,61,62,53,59,48,53,48,50,60,50,61,62,53,59,48,53,48,50,60,48,CB
17,62,82,600000,8000,1517,74,53,78,77,69,59,54,58,68,44,47,30,28,54,58,57,19,45,51,55,59,54,27,72,60,30,40,61,46,61,36,46,59,57,61,45,36,57,46,59,61,53,61,48,61,45,36,57,46,59,61,53,61,48,53,LM
20,62,70,450000,3000,1589,78,42,74,72,65,51,54,52,66,59,51,52,22,64,49,46,35,44,54,57,58,67,36,82,65,41,71,52,44,60,45,47,61,55,60,50,45,55,47,61,62,61,62,52,60,50,45,55,47,61,62,61,62,52,61,ST
29,62,62,240000,2000,1364,53,45,50,58,50,59,34,28,39,25,23,69,55,70,39,22,63,36,29,55,55,42,62,54,65,66,70,28,25,41,61,55,41,45,41,57,61,45,55,41,44,44,41,55,41,57,61,45,55,41,44,44,41,55,44,CB
23,62,68,350000,1000,1469,72,56,53,61,55,52,60,30,56,30,31,51,56,56,34,30,53,42,51,60,52,22,65,71,72,65,63,35,28,49,58,55,49,49,49,61,58,49,55,49,54,47,53,61,49,61,58,49,55,49,54,47,53,61,47,RB
29,62,62,240000,1000,1446,57,49,48,57,51,45,47,41,43,27,35,61,58,63,53,25,62,49,30,47,54,58,62,43,54,66,78,41,26,44,61,56,43,48,44,56,61,48,56,43,46,45,43,54,44,56,61,48,56,43,46,45,43,54,45,CB
24,62,68,425000,1000,1579,67,36,79,80,68,60,58,47,65,53,58,49,27,53,67,36,44,59,52,59,68,54,45,65,46,47,31,67,46,63,45,51,60,60,63,51,45,60,51,60,62,56,62,53,63,51,45,60,51,60,62,56,62,53,56,CAM
32,62,62,240000,1000,1603,69,48,74,78,58,47,37,51,59,60,49,59,32,70,61,63,25,67,69,61,63,69,29,56,61,26,38,56,62,61,40,46,62,57,61,44,40,57,46,62,59,61,59,46,61,44,40,57,46,62,59,61,59,46,61,RW
21,62,72,425000,2000,1571,59,64,60,66,60,62,47,30,50,41,30,63,61,71,52,34,58,31,53,60,59,53,60,64,73,61,64,59,27,55,61,60,54,57,55,60,61,57,60,54,56,53,54,60,55,60,61,57,60,54,56,53,54,60,53,CDM
28,62,62,240000,1000,1480,64,65,71,79,61,60,64,28,54,28,30,47,62,67,42,20,59,30,52,58,48,27,60,63,72,61,57,38,27,49,59,57,49,50,49,61,59,50,57,49,54,46,52,61,49,61,59,50,57,49,54,46,52,61,46,LM
25,62,63,350000,1000,1546,58,45,53,51,64,42,60,38,59,52,30,49,36,61,61,60,36,45,62,63,65,57,44,70,55,42,66,61,51,61,48,52,61,59,61,52,48,59,52,61,61,59,61,53,61,52,48,59,52,61,61,59,61,53,59,LM
21,62,70,400000,1000,1322,49,71,33,40,49,63,36,23,38,27,25,68,53,35,39,27,53,29,31,62,51,67,61,53,53,65,84,27,33,41,61,54,43,44,41,55,61,44,54,43,43,48,41,52,41,55,61,44,54,43,43,48,41,52,48,CB
20,62,77,600000,1000,1378,63,58,61,60,44,40,23,23,36,31,20,58,66,72,51,22,61,30,26,59,46,36,55,67,63,63,71,32,25,41,61,56,41,45,41,56,61,45,56,41,43,43,41,53,41,56,61,45,56,41,43,43,41,53,43,CB
24,62,66,400000,2000,1735,67,54,72,77,63,68,59,70,62,54,56,46,43,72,59,62,59,45,55,57,66,66,42,68,74,54,71,65,46,62,55,58,61,61,62,56,55,61,58,61,62,59,62,58,62,56,55,61,58,61,62,59,62,58,59,CM
21,62,70,450000,4000,1604,69,46,63,76,65,68,58,51,60,47,48,49,41,65,69,39,41,47,50,55,68,51,53,66,66,42,62,67,42,61,50,55,58,61,61,54,50,61,55,58,62,55,59,56,61,54,50,61,55,58,62,55,59,56,55,CDM
31,62,62,200000,1000,1487,46,62,67,68,58,52,41,31,45,29,32,42,62,57,66,37,57,44,36,65,64,48,61,46,52,60,57,62,32,53,58,61,49,57,53,56,58,57,61,49,51,45,49,56,53,56,58,57,61,49,51,45,49,56,45,CB
18,62,80,625000,3000,1530,79,41,70,69,58,49,59,38,61,57,36,58,26,54,30,52,22,57,60,65,57,59,20,77,72,19,74,54,45,59,39,42,61,52,59,46,39,52,42,61,61,61,62,48,59,46,39,52,42,61,61,61,62,48,61,RW
25,62,67,325000,1000,1699,70,62,63,59,62,52,58,44,64,49,48,53,52,66,65,43,54,49,54,51,63,65,59,75,78,63,79,53,47,59,60,61,58,60,59,61,60,60,61,58,61,58,59,62,59,61,60,60,61,58,61,58,59,62,58,LM
27,62,62,325000,3000,1522,58,54,68,72,59,53,36,61,61,64,56,66,17,70,30,63,19,58,56,56,46,63,21,56,62,11,78,42,61,54,38,37,57,46,54,37,38,46,37,57,53,61,55,39,54,37,38,46,37,57,53,61,55,39,61,ST
34,62,62,90000,3000,1667,63,63,59,69,64,66,60,60,61,34,60,56,61,72,66,50,60,40,59,63,62,57,58,60,71,61,63,59,51,59,61,63,58,62,59,61,61,62,63,58,60,55,58,62,59,61,61,62,63,58,60,55,58,62,55,LB
20,62,74,525000,4000,1637,66,58,55,56,62,59,54,57,55,49,52,56,56,50,62,54,51,51,58,63,64,52,53,66,64,56,59,61,53,60,56,59,59,61,60,58,56,61,59,59,60,57,59,59,60,58,56,61,59,59,60,57,59,59,57,CAM
27,62,63,290000,2000,1514,65,68,76,79,64,55,42,33,59,31,32,44,57,62,59,25,57,38,37,62,66,41,60,59,55,62,63,47,28,55,59,61,51,56,55,58,59,56,61,51,55,48,53,58,55,58,59,56,61,51,55,48,53,58,48,CDM
25,62,65,325000,1000,1424,52,73,56,33,46,60,45,40,38,23,41,63,60,34,55,39,64,46,31,58,42,45,54,56,67,61,79,44,30,43,61,57,42,48,43,56,61,48,57,42,45,44,42,54,43,56,61,48,57,42,45,44,42,54,44,CB
19,62,74,525000,1000,1639,69,36,68,75,65,61,56,62,69,47,65,36,52,58,63,37,42,59,55,63,64,54,45,69,59,52,49,68,40,62,49,56,60,61,62,55,49,61,56,60,63,55,62,57,62,55,49,61,56,60,63,55,62,57,55,LM
20,62,73,525000,1000,1594,63,56,60,59,63,56,40,48,57,53,43,58,38,52,63,53,43,46,58,64,64,62,37,61,65,53,73,65,47,61,52,56,60,61,61,52,52,61,56,60,59,59,58,52,61,52,52,61,56,60,59,59,58,52,59,LM
25,62,65,375000,1000,1554,80,45,76,72,61,55,48,41,61,60,36,59,26,69,30,52,24,57,57,54,55,64,30,80,71,14,65,52,56,58,39,41,60,50,58,45,39,50,41,60,59,61,60,47,58,45,39,50,41,60,59,61,60,47,61,CF
23,62,69,375000,5000,1395,64,73,45,60,49,36,44,29,39,22,25,58,56,77,35,24,60,31,30,52,46,38,59,68,56,62,76,29,31,40,61,53,41,42,40,56,61,42,53,41,44,43,42,54,40,56,61,42,53,41,44,43,42,54,43,RB
18,62,80,625000,5000,1613,62,54,67,68,63,62,52,51,58,47,52,44,59,56,66,54,48,45,48,60,69,58,45,55,60,53,53,64,48,60,53,59,58,61,60,55,53,61,59,58,59,54,58,57,60,55,53,61,59,58,59,54,58,57,54,CDM
22,62,73,525000,3000,1479,73,37,74,57,62,45,60,58,67,53,50,36,16,45,59,42,20,52,50,64,62,54,36,70,57,28,43,54,40,60,35,44,59,55,60,45,35,55,44,59,61,55,61,49,60,45,35,55,44,59,61,55,61,49,55,RM
25,62,65,325000,1000,1552,53,56,50,52,59,56,59,42,49,42,36,55,58,77,56,15,63,47,54,56,60,52,61,55,80,63,56,56,33,53,60,60,52,56,53,61,60,56,60,52,56,51,52,61,53,61,60,56,60,52,56,51,52,61,51,CB
25,62,66,375000,1000,1757,76,48,87,71,62,55,57,58,64,59,58,54,51,54,65,65,47,58,56,55,66,66,45,77,70,54,56,56,64,63,53,57,62,61,63,58,53,61,57,62,63,61,63,59,63,58,53,61,57,62,63,61,63,59,61,CAM
21,62,72,500000,4000,1593,66,44,66,66,68,51,60,66,65,67,54,63,22,51,42,65,25,70,58,42,57,71,27,61,56,25,52,59,68,60,38,42,62,53,60,43,38,53,42,62,60,62,62,46,60,43,38,53,42,62,60,62,62,46,62,LW
22,62,69,375000,5000,1306,48,63,34,35,41,53,35,29,35,22,35,62,61,66,34,24,60,41,29,50,46,47,59,37,56,63,85,29,33,36,61,53,37,41,36,53,61,41,53,37,38,41,36,50,36,53,61,41,53,37,38,41,36,50,41,CB
21,62,75,525000,1000,1400,59,58,51,39,53,44,47,29,40,29,27,67,64,45,31,21,66,41,27,63,58,44,62,56,69,64,77,29,31,43,64,58,44,47,43,61,64,47,58,44,47,46,45,59,43,61,64,47,58,44,47,46,45,59,46,RB
29,62,62,300000,4000,1557,83,41,72,59,56,66,61,54,58,56,61,29,30,32,52,44,39,55,57,67,50,47,42,80,73,39,57,63,58,59,42,48,59,55,59,52,42,55,48,59,61,55,61,54,59,52,42,55,48,59,61,55,61,54,55,RM
20,62,74,475000,1000,1422,76,72,46,46,42,55,26,29,38,29,22,64,59,78,49,27,59,41,26,50,53,49,58,80,67,59,75,27,36,42,61,55,42,45,42,57,61,45,55,42,45,46,42,54,42,57,61,45,55,42,45,46,42,54,46,CB
23,62,67,400000,2000,1535,77,56,68,53,64,53,54,48,65,62,36,62,21,61,38,54,26,60,58,53,54,52,29,81,62,30,71,55,44,59,43,43,61,52,59,46,43,52,43,61,61,61,62,48,59,46,43,52,43,61,61,61,62,48,61,ST
23,62,67,400000,2000,1553,71,37,73,69,62,55,61,51,64,56,52,37,30,68,57,59,28,53,57,54,59,58,31,71,54,33,58,54,53,60,40,46,59,55,60,46,40,55,46,59,61,57,61,49,60,46,40,55,46,59,61,57,61,49,57,CAM
25,62,67,350000,1000,1431,74,56,64,60,49,54,43,23,34,17,20,61,58,70,42,33,58,39,19,53,53,46,62,72,73,61,78,32,22,42,61,56,41,45,42,59,61,45,56,41,45,42,43,57,42,59,61,45,56,41,45,42,43,57,42,CB
24,62,66,400000,1000,1550,74,41,76,60,65,59,60,62,62,49,50,48,25,57,50,52,16,49,59,62,65,63,30,76,60,27,54,54,54,61,38,45,61,56,61,47,38,56,45,61,62,59,62,49,61,47,38,56,45,61,62,59,62,49,59,RW
21,62,73,525000,9000,1537,67,31,74,66,67,60,60,45,69,60,41,46,21,49,52,60,27,63,52,64,58,69,29,66,60,33,62,46,48,60,40,45,61,55,60,46,40,55,45,61,61,60,62,49,60,46,40,55,45,61,61,60,62,49,60,RM
21,62,70,450000,1000,1590,76,38,85,84,64,61,58,61,67,48,57,33,34,67,53,46,32,52,57,60,63,59,36,71,64,21,42,58,49,61,38,46,60,56,61,48,38,56,46,60,62,55,62,52,61,48,38,56,46,60,62,55,62,52,55,CM
24,62,66,325000,2000,1317,56,43,37,64,37,45,32,22,31,23,22,64,62,67,38,16,67,51,20,53,46,34,65,63,58,69,62,28,23,36,61,53,36,40,36,57,61,40,53,36,39,38,36,54,36,57,61,40,53,36,39,38,36,54,38,CB
27,62,63,350000,2000,1470,70,60,58,52,53,59,40,40,56,63,33,64,12,65,27,50,20,68,62,62,52,55,16,62,66,13,84,54,49,55,38,38,58,48,55,38,38,48,38,58,55,61,56,40,55,38,38,48,38,58,55,61,56,40,61,ST
22,62,71,475000,2000,1586,91,35,92,73,61,59,53,50,65,54,45,46,40,74,39,46,20,52,62,55,50,66,30,91,59,28,60,41,47,58,41,42,60,50,58,48,41,50,42,60,60,60,62,50,58,48,41,50,42,60,60,60,62,50,60,RM
20,62,72,500000,2000,1498,70,55,69,77,63,51,25,32,56,62,29,59,24,74,31,63,20,63,62,56,54,62,22,68,67,27,62,53,48,58,40,42,60,51,58,41,40,51,42,60,55,61,57,43,58,41,40,51,42,60,55,61,57,43,61,ST
26,62,64,375000,2000,1665,65,44,71,79,66,56,60,67,69,40,67,48,25,66,72,31,38,69,61,62,69,57,53,58,52,43,61,57,61,61,47,53,59,60,61,51,47,60,53,59,62,56,61,53,61,51,47,60,53,59,62,56,61,53,56,CAM
20,62,69,375000,1000,1424,64,62,67,63,45,45,40,25,32,21,34,63,56,70,56,23,60,40,26,57,57,30,60,66,62,63,68,28,34,42,61,57,40,46,42,57,61,46,57,40,45,41,42,55,42,57,61,46,57,40,45,41,42,55,41,RB
36,62,62,40000,1000,1445,39,65,67,54,44,58,41,41,48,24,36,64,55,80,38,38,57,35,27,55,66,44,57,54,41,58,80,51,34,47,61,55,44,48,47,53,61,48,55,44,45,44,45,52,47,53,61,48,55,44,45,44,45,52,44,CB
20,62,73,525000,1000,1526,74,31,60,68,65,54,60,50,68,65,42,63,12,72,45,59,16,68,59,55,55,66,15,73,53,16,45,55,55,61,33,37,63,52,61,40,33,52,37,63,61,62,63,43,61,40,33,52,37,63,61,62,63,43,62,RW
19,62,72,475000,1000,1501,60,39,61,63,67,54,65,44,62,59,56,42,31,38,63,48,33,47,58,52,67,51,32,64,61,35,54,58,42,61,41,49,60,59,61,48,41,59,49,60,62,57,61,51,61,48,41,59,49,60,62,57,61,51,57,RM
29,62,62,300000,2000,1585,85,44,81,71,60,47,54,62,63,44,45,39,31,71,45,55,33,44,54,55,55,60,31,87,81,35,62,51,33,58,43,47,58,54,58,50,43,54,47,58,61,56,60,53,58,50,43,54,47,58,61,56,60,53,56,RWB
29,62,62,300000,2000,1441,60,46,66,54,58,43,26,27,61,60,29,66,18,57,39,44,18,59,65,57,55,62,17,60,74,23,77,52,52,57,39,41,59,51,57,39,39,51,41,59,55,61,56,41,57,39,39,51,41,59,55,61,56,41,61,ST
29,62,62,230000,3000,1667,53,66,42,44,67,58,70,45,56,41,51,53,67,62,59,52,52,58,57,53,57,53,62,71,61,61,65,65,47,58,60,61,57,60,58,61,60,60,61,57,60,55,58,62,58,61,60,60,61,57,60,55,58,62,55,LB
23,62,68,350000,1000,1329,61,50,59,56,42,54,21,20,22,18,24,56,63,71,47,17,61,32,38,54,53,35,64,57,63,63,75,36,24,40,61,56,38,45,40,56,61,45,56,38,40,40,37,52,40,56,61,45,56,38,40,40,37,52,40,CDM
17,62,72,425000,1000,1481,63,53,57,64,64,58,40,46,60,62,39,56,15,62,43,55,20,63,65,64,57,61,22,66,50,24,55,49,54,59,38,41,61,52,59,40,38,52,41,61,57,61,59,42,59,40,38,52,41,61,57,61,59,42,61,RW
24,62,66,400000,3000,1515,75,47,63,63,63,61,41,45,49,61,26,64,30,75,41,56,19,58,55,52,51,69,15,64,77,26,82,44,49,54,42,43,57,50,54,43,42,50,43,57,55,61,55,44,54,43,42,50,43,57,55,61,55,44,61,ST
21,62,73,450000,1000,1663,70,68,77,63,57,59,44,42,63,37,39,58,61,65,61,54,53,47,58,54,62,56,48,68,79,59,77,57,39,59,60,61,57,60,59,58,60,60,61,57,59,56,57,59,59,58,60,60,61,57,59,56,57,59,56,CM
21,62,73,525000,1000,1738,74,57,73,79,64,65,54,53,59,56,52,50,55,58,58,57,50,73,62,59,62,65,51,68,81,53,61,63,45,62,55,59,62,61,62,59,55,61,59,62,62,60,62,60,62,59,55,61,59,62,62,60,62,60,60,CM
21,62,75,525000,1000,1549,71,56,58,66,61,49,63,64,61,30,35,60,59,64,34,40,57,48,44,55,62,40,61,67,55,62,60,38,40,52,60,56,52,51,52,61,60,51,56,52,55,50,55,61,52,61,60,51,56,52,55,50,55,61,50,RB
20,62,76,675000,2000,1506,72,35,68,64,56,52,48,54,64,61,36,58,17,54,38,58,18,62,57,55,54,66,15,77,70,16,71,55,60,58,35,38,60,51,58,41,35,51,38,60,59,61,60,43,58,41,35,51,38,60,59,61,60,43,61,ST
18,62,80,625000,7000,1536,76,34,66,69,63,51,48,49,64,64,42,57,21,60,40,58,22,72,60,54,58,58,18,80,68,23,57,53,47,60,37,41,62,53,60,44,37,53,41,62,61,61,62,46,60,44,37,53,41,62,61,61,62,46,61,LM
19,62,76,650000,2000,1473,69,27,66,75,69,54,60,61,69,48,48,41,23,34,54,52,20,54,62,52,60,59,27,64,59,19,42,56,56,61,33,42,60,56,61,43,33,56,42,60,62,56,62,47,61,43,33,56,42,60,62,56,62,47,56,CF
25,62,67,350000,1000,1511,56,65,50,42,56,55,46,44,52,33,25,58,63,68,55,46,56,32,47,55,59,66,59,49,71,65,81,51,21,52,62,61,51,56,52,58,62,56,61,51,52,52,50,58,52,58,62,56,61,51,52,52,50,58,52,CB
23,62,71,475000,5000,1508,77,35,61,78,68,52,59,48,71,51,45,48,27,46,58,48,30,58,51,52,55,59,39,80,32,35,51,55,50,60,41,44,60,54,60,47,41,54,44,60,61,57,62,49,60,47,41,54,44,60,61,57,62,49,57,LW
28,62,62,300000,1000,1690,51,42,70,71,66,65,68,66,54,47,66,48,37,57,66,66,43,63,60,62,67,70,44,62,64,48,65,63,55,61,50,55,60,61,61,54,50,61,55,60,61,58,60,56,61,54,50,61,55,60,61,58,60,56,58,CDM
20,62,76,600000,1000,1502,69,60,62,56,42,57,45,30,39,32,40,53,64,77,40,52,59,44,36,48,57,40,60,70,66,63,73,46,39,47,61,56,45,49,47,58,61,49,56,45,48,46,47,57,47,58,61,49,56,45,48,46,47,57,46,CB
22,62,71,400000,2000,1343,36,58,42,51,48,54,21,25,51,13,31,46,64,76,45,21,63,45,32,49,51,28,61,61,69,64,74,34,34,41,61,57,40,47,41,54,61,47,57,40,43,38,39,53,41,54,61,47,57,40,43,38,39,53,38,CB
18,62,74,500000,1000,1624,66,67,62,67,65,59,61,48,62,44,42,52,54,68,66,52,48,49,49,60,68,60,52,60,50,59,43,59,42,60,55,59,58,61,60,57,55,61,59,58,60,55,59,58,60,57,55,61,59,58,60,55,59,58,55,CM
24,62,67,400000,3000,1701,68,43,74,82,62,65,48,49,58,55,46,49,54,72,64,52,57,42,52,55,66,61,61,74,56,64,65,67,53,61,59,60,60,61,61,59,59,61,60,60,60,58,60,59,61,59,59,61,60,60,60,58,60,59,58,CDM
26,62,65,325000,1000,1500,39,85,32,48,58,58,31,37,42,29,25,66,67,62,57,40,50,36,37,59,58,60,44,50,78,58,87,46,53,48,62,61,47,54,48,55,62,54,61,47,48,50,44,54,48,55,62,54,61,47,48,50,44,54,50,CB
22,62,68,350000,7000,1551,67,55,58,73,55,54,59,39,52,35,36,64,64,61,61,39,59,40,42,62,63,51,60,59,64,62,57,32,32,51,61,60,50,54,51,61,61,54,60,50,54,51,52,61,51,61,61,54,60,50,54,51,52,61,51,LB
23,62,68,425000,3000,1768,74,67,70,84,65,59,68,62,62,55,58,61,52,74,50,60,60,54,71,57,47,60,55,76,56,52,52,50,64,59,57,55,61,55,59,59,57,55,55,61,61,61,62,59,59,59,57,55,55,61,61,61,62,59,61,RB
29,62,62,230000,1000,1755,71,70,73,64,63,65,54,45,61,45,59,54,56,71,61,57,54,60,51,67,63,62,56,70,75,56,62,63,52,61,59,61,60,62,61,61,59,62,61,60,62,58,60,61,61,61,59,62,61,60,62,58,60,61,58,RB
26,62,63,350000,2000,1558,81,36,79,75,57,54,57,48,68,60,53,47,32,70,48,52,21,55,44,57,63,57,18,76,67,17,49,56,52,60,36,43,59,54,60,45,36,54,43,59,61,57,62,48,60,45,36,54,43,59,61,57,62,48,57,RM
19,62,79,650000,3000,1473,90,34,67,66,64,46,63,46,68,59,39,34,25,42,47,46,25,47,53,47,56,48,24,79,55,28,57,50,54,59,36,42,59,52,59,45,36,52,42,59,62,56,62,48,59,45,36,52,42,59,62,56,62,48,56,RM
27,62,63,350000,2000,1740,51,60,62,51,66,61,65,43,69,45,65,64,58,69,64,56,64,57,54,59,67,69,59,62,67,64,81,48,39,60,64,63,59,61,60,62,64,61,63,59,61,60,60,63,60,62,64,61,63,59,61,60,60,63,60,CDM
20,62,76,675000,1000,1579,80,39,82,72,58,40,48,38,64,50,61,48,38,58,58,49,30,43,58,51,59,50,43,80,75,39,58,58,39,60,45,49,59,57,60,51,45,57,49,59,61,56,60,53,60,51,45,57,49,59,61,56,60,53,56,LM
20,62,75,600000,7000,1422,65,26,51,52,58,51,35,50,61,70,52,59,12,68,31,62,15,61,57,56,55,60,13,62,60,17,68,47,55,56,34,36,59,49,56,37,34,49,36,59,55,61,57,39,56,37,34,49,36,59,55,61,57,39,61,ST
29,62,62,230000,2000,1665,50,69,74,79,63,57,54,37,65,50,55,59,59,75,58,29,66,53,54,63,65,58,58,53,73,66,59,62,12,59,63,63,58,61,59,61,63,61,63,58,60,56,58,62,59,61,63,61,63,58,60,56,58,62,56,LM
22,62,70,375000,2000,1372,54,68,33,43,45,53,31,29,35,27,34,62,53,78,38,28,57,48,34,54,42,48,64,44,64,67,75,29,32,38,61,53,40,42,38,54,61,42,53,40,40,43,38,51,38,54,61,42,53,40,40,43,38,51,43,CB
20,62,72,425000,1000,1650,66,55,63,86,54,53,71,38,51,45,31,49,66,82,58,44,58,43,51,56,64,42,57,66,87,61,56,61,32,56,59,61,54,59,56,63,59,59,61,54,60,51,57,64,56,63,59,59,61,54,60,51,57,64,51,RB
31,62,62,200000,1000,1405,65,64,53,71,45,47,38,45,24,22,22,64,53,64,43,19,60,55,23,74,56,45,63,62,55,59,70,26,29,40,61,55,40,44,40,57,61,44,55,40,43,43,40,55,40,57,61,44,55,40,43,43,40,55,43,CDM
27,62,63,290000,5000,1506,54,56,56,67,42,50,57,37,30,33,39,54,59,89,43,35,60,35,37,56,44,63,61,65,69,64,78,36,40,41,61,54,42,45,41,58,61,45,54,42,45,47,43,56,41,58,61,45,54,42,45,47,43,56,47,RB
27,62,63,290000,2000,1277,51,62,41,37,36,60,22,21,25,21,35,65,58,77,37,25,60,20,22,54,41,39,59,54,61,61,80,36,18,35,61,52,35,40,35,52,61,40,52,35,36,39,34,49,35,52,61,40,52,35,36,39,34,49,39,CB
30,62,62,280000,2000,1618,61,53,72,69,64,47,64,45,53,44,35,41,53,63,62,58,50,43,47,66,68,55,53,59,63,61,67,62,33,60,56,60,57,61,60,59,56,61,60,57,60,54,59,60,60,59,56,61,60,57,60,54,59,60,54,CAM
